20201130 오후 4:04,100,266,정총리 광주 기아차·삼성전자 확진자…하루빨리 완치되길,각각 확진자 발생해 생산라인 일부 가동중단광주시에 따르면 30일 오전 삼성전자 광주사업장 소속 근로자 2명이 신종 코로나바이러스 감염증 코로나19 에 확진 판정을 받았다. 사진은 이날 오전 광주 광산구 오선동 삼성전자 광주사업장 그린시티1캠처스 정문 모습.2020.11.30 뉴스1  News1 정다움 기자 서울 뉴스1 박주평 기자 정세균 국무총리는 30일 광주 기아차·삼성전자 사업장에서 각각 신종 코로나바이러스 감염증 코로나19 확진자가 발생해 공장 가동이 중단된 데 대해 하루빨리 해당 확진자들이 완치되고 두 공장이 정상적으로 가동되기를 바란다 고 밝혔다. 정 총리는 이날 오후 SNS 메시지를 통해 이같이 밝혔다. 7000여명이 근무하는 기아차 광주공장에서는 전날 첫 코로나19 확진자가 발생해 일부 생산라인의 가동이 중단됐다. 이후 역학조사와 정밀소독 등 후속조치를 거쳐 기아차 공장은 이날 오후부터 모든 생산라인을 정상가동했다. 광주 삼성전자 제2캠퍼스에서도 2명의 확진자가 나왔다. 냉장고 생산동은 이날 하루 폐쇄조치하고 확진자가 일했던 생산라인은 12월2일까지 사흘 동안 가동중단에 들어간다. 정 총리는 광주의 기아차와 삼성전자는 연관기업까지 합한다면 광주 지역 경제 비중을 50% 정도를 차지하는 중요한 경제 버팀목 이라며 안 그래도 코로나로 생산 물량이 줄어 경영의 어려움이 큰데 엎친 데 덮친 격 이라고 했다. 이어 대기업이 멈춰 서면 협력업체도 함께 경영난에 빠지는 어려움을 겪게 된다 며 확진자의 신속한 완치와 공장의 정상가동을 기원했다. 정 총리는 정부가 지원해야 하는 사항이 있는지도 긴급히 살피겠다고 덧붙였다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=266&oid=421&aid=0005021346
20201122 오전 9:36,100,269,광주상의 “기아차 파업 철회” 촉구 성명서,헤럴드경제 광주 박대성 기자 전국금속노조 소속 기아자동차지부 3개사업장 광명소하리 화성 광주공장 이 노사협상 결렬에 따라 24일부터 부분파업에 돌입키로 결정하자 지역 경제단체가 파업에 따른 지역경제 피해를 우려하고 나섰다.광주상공회의소 회장 정창선 는 22일 성명서에서 “기아차 전국노조가 24일부터 나흘간 부분파업을 결정해 지역경제계를 비롯한 지역민의 우려가 커지고 있다”며 “부분파업을 즉각 철회하고 노사가 하루빨리 원만한 타결을 통해 정상조업에 임해줄 것을 촉구한다”고 성명을 발표했다.광주상의는 “기아차 노조가 부분파업을 강행할 경우 광주공장에서는 4000여대의 자동차 생산차질이 불가피할 것으로 예상되고 있어 경영실적 악화는 물론 가뜩이나 어려운 지역경제에도 커다란 부담으로 작용할 것으로 보인다”고 우려했다.또한 “이번 파업이 노사간 합의점을 찾지 못하고 사태가 장기화될 경우 250여개의 협력사를 벼랑끝으로 내몰 뿐만 아니라 코로나19 재확산으로 어려움을 겪고 있는 수많은 관련 지역민의 생계가 크게 위협받을 우려가 크다”며 거듭 파업철회를 촉구했다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=100&sid2=269&oid=016&aid=0001755154
20201102 오후 4:01,101,258,기아차 10월 26만5714대 판매...전년比 6.1%↑,아시아경제 박지환 기자 기아차는 10월 글로벌시장에서 총 26만5714대를 판매해 전년 같은기간 대비 6.1% 증가했다고 2일 공시했다.국내에서는 4만8009대를 판매해 전년 대비 1.8% 증가했다. 해외는 21만7705대로 같은 기간 7.0% 늘었다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=258&oid=277&aid=0004784267
20201102 오전 9:23,101,258,특징주 현대·기아차 저가 매수세 유입에 강세,한국경제TV 신재근 기자 현대차와 기아차가 저가 매수세 유입에 강세다.2일 오전 9시 19분 현재 현대차는 전 거래일 대비 3 500원 2.13% 오른 16만8천원에 거래되고 있다.같은 시각 기차아 2.77% 도 비슷한 흐름이다.지난달 30일 이들 종목 주가는 모두 3% 이상 하락했다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=258&oid=215&aid=0000912078
20201103 오전 7:55,101,258,클릭 e종목현대차·기아차 10월 해외 판매 중심으로 예상 판매량 상회,아시아경제 오주연 기자 KB증권은 현대차그룹의 10월 중국 포함 글로벌 도매 판매가 전년 동월 대비 0.2% 감소한 65만1000대를 기록했다고 언급하면서 현대차는 38만6000대로 KB증권의 기존 예상을 6.7% 상회했고 기아차의 글로벌 도매판매는 26만6000대로 예상치를 8.2%를 상회했다고 설명했다.지역별로 보면 내수 판매보다는 해외 판매가 예상보다 양호했다. 현대차는 해외 판매가가 예상보다 11.5% 많았고 내수 판매는 예상보다 11.6% 적었다. 기아차는 해외 판매가 예상보다 9.6% 많았고 내수 판매는 2.0% 많았다.강성진 연구원은 예상을 상회한 10월 판매 실적은 영업이익에 긍정적 요인으로 작용했을 수 있다 며 각 사의 대당 공헌이익에 대한 기존 가정치를 단순 적용할 경우 현대차와 기아차의 예상 대비 초과 판매 대수는 1569억원과 1198억원의 초과 영업이익에 해당한다 고 분석했다.그는 다만 전반적으로 내수 판매보다 해외 판매가 양호했다는 점은 대당 공헌이익에 부정적으로 작용할 수 있다 면서 해외 판매 모델의 믹스 실제 영업이익 계산에서는 제외되는 중국 판매대수 등이 공개되지 않았으므로 영업이익 전망치에 미치는 영향은 아직 확정하기 어렵다 고 덧붙였다.한편 10월 현대차의 내수 도매 판매는 6만6000대로 전년동월대비 1.2% 증가했다. 지난해 10월 대비 근무일수의 변동을 고려한 일 평균 판매 대수를 기준으로 하더라도 11.8% 늘었다. 가장 판매가 많이 늘어난 모델은 G80 Palisade GV80 등이다.10월 기아차의 내수 도매 판매는 4만8000대로 전년동월대비 1.8% 증가했다. 일 평균 판매대수 또한 전년동월대비 12.6% 증가했다. 가장 판매가 많이 늘어난 모델은 Carnival Sorento K5 등이다.KB증권은 현대차와 기아차에 대한 투자의견 매수 를 유지하고 목표주가는 현대차 23만원 기아차 6만5000원으로 각각 상향조정했다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=258&oid=277&aid=0004784437
20201104 오전 12:28,101,258,SP 대규모 품질비용 발생한 현대기아차 등급 유지…부정적 전망,대규모 품질비용 발생에도 MS확대·제품믹스 개선 영향수익성 회복 불확실성 높아 등급전망 부정적 현대기아차 EBITDA마진 내년엔 6.5 8.0% 개선 전망 이데일리 김재은 기자 글로벌 신용평가사 스탠더드앤드푸어스 S P 가 대규모 품질비용이 발생한 현대차와 기아차 등 현대차그룹 계열사의 신용등급을 유지했다. 하지만 등급전망은 ‘부정적’으로 유지했다.S P는 “현대차그룹의 완성차 부문이 완만한 글로벌 시장 점유율 확대와 제품 믹스 개선에 힘입어 향후 12 18개월 동안 영업실적 개선을 보일 것”이라며 이같이 밝혔다. S P는 지난 3일 현대차 005380 기아차 000270 현대모비스 012330 현대글로비스 086280 의 ‘BBB ’ 장기 발행자 신용등급과 현대제철 004020 의 ‘BBB’ 장기 발행자 신용등급을 그대로 유지했다. 이와 더불어 기아차 000270 의 ‘BBB ’ 채권등급도 그대로 유지했다. 그러나 S P는 “품질 관련 일회성 비용 재발 우려 코로나19로 인한 사업 차질 친환경 차량의 빠른 매출 확대와 관련된 비용 부담 등으로 인해 수익성 회복에 대한 불확실성이 여전히 높다”며 “부정적 등급전망은 험난한 영업환경과 반복되는 품질 이슈 속에서 현대차그룹의 수익성이 글로벌 경쟁업체 수준으로 회복될 수 있을지에 대한 불확실성을 반영한다”고 설명했다. 현대차는 ‘세타2’ 엔진 결함에 따른 리콜 등 2조1352억원의 품질비용을 반영하며 3분기 3138억원의 영업손실을 기록했다. 기아차는 3분기에 1조131억원의 품질비용을 반영했지만 1952억원의 영업이익을 거뒀다.현대차와 기아차의 EBITDA 마진은 지난해 5.9%에서 올해 약 5.0%를 기록하고 내년에 6.5 8.0%로 개선될 것이란 전망이다. 현대차와 기아차는 지난 3분기 각각 5.7% 7.4%의 영업이익률을 기록 지난해 연간 영업이익률인 3.0%와 3.5% 대비 크게 개선된 수준을 나타냈다. 이와 관련 S P는 “글로벌 자동차 수요 감소와 코로나19로 인한 사업 차질로 이중고를 겪고 있음을 고려할 때 상당히 괄목할만한 성과”라며 “올해 글로벌 자동차 수요가 전년대비 약 20% 감소하는데 반해 현대기아차의 차 판매량은 약 10 15% 감소할 것”이라고 추정했다. 이같은 견조한 판매실적은 지속적인 제품믹스 개선과 안정적 국내수요 덕분이며 SUV 비중확대와 비용경쟁력이 높은 새로운 플랫폼 적용은 평균판매가격 ASP 상승과 수익성 개선으로 이어지고 있다는 분석이다. 다만 S P는 현대차 그룹의 잠재적 리스크로 △신기술 적용이 확대되며 예상치 못한 품질 이슈가 재발할 수 있고 △코로나19 글로벌 확산 지속으로 생산 및 판매 차질이 여전히 이어지는 점 △글로벌 차산업이 향후 몇년간 친환경 차량 중심으로 빠르게 재편되며 높은 비용구조 빠른 규제변화 제한적 대량생산 경험으로 인한 수익성 부담 확대 가능성 △현대기아차의 생산량의 40 50%를 차지하는 국내 공장의 잠재적인 파업 리스크를 꼽았다.S P는 현대차그룹의 안정적 등급전망 조정 전제조건을 기존 ‘EBITDA 마진 6% 이상 및 지속적인 개선세’에서 ‘8% 에 근접하는 수준’으로 강화했다. 이는 반복되는 대규모 일회성 비용을 감안할 때 현대자동차그룹이 이익 변동성을 상쇄하기 위해선 추가적인 재무여력이 필요하다고 판단하는 S P의 견해를 반영한다는 설명이다. 또한 현대기아차와 비슷한 등급을 부여받는 글로벌 완성차 업체의 수익성인 8% 12% EBITDA 마진과의 비교가능성도 높다고 덧붙였다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=258&oid=018&aid=0004776653
20201105 오후 5:33,101,258,TF매매동향 외국인 삼성전자 사고 기아차 팔았다,5일 코스피와 코스닥이 외인과 기관이 쌍끌이 매수에 강세 마감했다. 더팩트 DB삼성전자 4169억 원 매수·기아차 190억 원 매도 더팩트ㅣ박경현 기자 5일 코스피와 코스닥은 외인과 기관이 쌍끌이 매수하며 강세 마감했다. 유가증권시장에서 외국인과 기관은 각각 1조1322억 원 4853억 원을 사들였고 개인은 홀로 1조6185억 원을 팔아치웠다.코스닥에서는 외국인과 기관이 각각 2503억 원 1398억 원을 순매수 했고 개인 홀로 3494억 원을 순매도 했다.외국인투자자의 코스피시장 최대매수는 삼성전자로 향했다. 외인은 삼성전자 4169억 원 LG화학 972억 원 삼성SDI 966억 원 SK하이닉스 768억 원 삼성바이오로직스 642억 원을 사들였다.반면 기아차는 190억 원을 팔았다. 이어 셀트리온 159억 원 넷마블 132억 원 롯데케미칼 113억 원 순으로 순매도했다.코스닥시장에서는 씨젠 733억 원 셀트리온헬스케어 99억 원 메지온 84억 원 을 사고 제넥신 217억 원 알테오젠 104억 원 동진쎄미켐 59억 원 은 팔았다.외국인투자자의 코스피시장 최대매수는 삼성전자로 향했다. 외인은 삼성전자 4169억 원 LG화학 972억 원 삼성SDI 966억 원 SK하이닉스 768억 원 삼성바이오로직스 642억 원을 사들였다. 한국거래소 제공기관투자자는 삼성전자에 1231억 원을 사들였다. 또한 삼성바이오로직스 962억 원 SK하이닉스 729억 원 삼성SDI 518억 원 순으로 매수했다.반면 LG전자는 259억 원을 팔아치웠다. 또한 네이버 217억 원 SK텔레콤 110억 원을 순매도했다.시가총액 상위종목은 강한 오름세를 보였다. 이에 삼성전자 3.08% SK하이닉스 3.49% 삼성바이오로직스 6.55% 네이버 0.17% LG화학 4.15% 삼성전자우 2.49% 현대차 2.04% 셀트리온 0.55% 삼성SDI 5.33% 카카오 0.97% 가 각각 상승했다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=258&oid=629&aid=0000050669
20201105 오전 1:31,101,258,현대·기아차 전기·수소 그린뉴딜 쌍끌이에 ‘好好’,하반기 들어 주가 75% 60%씩 상승 전기·수소연료 등 미래차 패러다임 긍정적 전망 S P “수익성 회복 불확실성 여전히 높아” 이데일리 유준하 기자 하반기 들어 현대·기아차의 주가 상승세가 매섭다. 전기·수소 등 미래차 패러다임에 대한 국·내외 시장 전망이 낙관적일 뿐만 아니라 이날 발표한 미국 판매실적의 증가세 등에 힘입어 증권가의 긍정적인 전망이 이어지고 있기 때문이다. 다만 품질 관련 비용이 또 발생할 수 있다는 점 코로나19로 인한 영업환경 악화 등으로 수익성 회복 여부가 불확실하다는 지적도 일부 나온다. 4일 한국거래소에 따르면 현대차 005380 는 전 거래일보다 0.59% 1000원 오른 17만1500원에 기아차 000270 는 0.98% 500원 오른 5만1500원에 거래를 마쳤다. 두 종목 모두 하반기 들어 75.5% 60.6%씩 올랐다. 같은 기간 코스피 지수 시장 수익률 11.8%를 크게 웃돌았다. 그래프 이데일리 김정훈 기자 이날 현대차는 지난달 미국 도매판매실적이 7만 대로 지난해 대비 1% 증가했다고 발표했다. 기아차 역시 텔룰라이드와 셀토스를 앞세워 5만7000대를 판매 같은 기간 12.5% 급증했다고 밝혔다. 유지웅 이베스트투자증권 연구원은 “현대차의 최대 모멘텀은 이달 제네시스 미국 수출인데 수출이 시작되면서 현지판매가 본격화될 것”이라면서 “내년 상반기에 걸쳐 월 4000 5000대 가량 제네시스 미국 판매 증가가 예상된다”고 전망했다.전기차와 수소차 패러다임은 아직까지 실적에 반영되지는 않았지만 주가에 선반영됐다고도 평가했다. 유 연구원은 “가파른 상승추이에 있고 미래성장 동력이 당장 사라지는 게 아닌 만큼 하방 지지선은 구축한 상황”이라면서 “미국 시장이 자동차 시장에선 제일 격전지로 꼽히는데 해당 시장에서 점유율을 올리고 있고 현재 라인업은 1 2년 동안 이익이 들어서는 구간인데 이런 현상이 나온 분기가 몇 개 분기가 되지 않는다”고 분석했다.이어 “기아차의 경우 올해 유럽에서 CO2 배출량 크레딧 규제를 달성한 상황”이라며 “최근 포드나 혼다처럼 테슬라한테 크레딧을 사야하는 상황과는 거리가 멀다”고 덧붙였다.미국 시장이 확장세라면 중국 시장은 중장기 모멘텀을 확보했다는 평가다. 지난 2일 내년부터 적용될 중국 국무원의 ‘신에너지 차량 산업 발전 계획’을 보면 오는 2035년까지 신에너지 차량 보급 확대가 주 내용이다. 송선재 하나금융투자 연구원은 “현대·기아차의 글로벌 친환경차 출하는 3분기 누적치로 17만2000대로 전년 동기 65% 증가했지만 중국 비중은 3%”라면서 “낮은 중국비중을 감안하면 중국 정책 수혜가 당장 크지 않겠지만 중장기적 시장 성장에 따른 수혜가 기대된다”고 설명했다.하지만 한쪽에서는 품질 관련 비용에 대한 우려가 여전하다. 현대차는 ‘세타2’ 엔진 결함에 따른 리콜 등 2조1352억원의 품질비용을 반영하며 3분기 3138억원의 영업손실을 기록했다. 기아차는 3분기에 1조2600억원의 품질비용을 반영했지만 1952억원의 영업이익을 거뒀다.글로벌신용 평가사인 스탠더드앤드푸어스 S P 는 “품질 관련 일회성 비용 재발 우려 코로나19로 인한 사업 차질 친환경 차량의 빠른 매출 확대와 관련된 비용 부담 등으로 인해 수익성 회복에 대한 불확실성이 여전히 높다”며 “부정적 등급전망은 험난한 영업환경과 반복되는 품질 이슈 속에서 현대차그룹의 수익성이 글로벌 경쟁업체 수준으로 회복될 수 있을지에 대한 불확실성을 반영한다”고 설명했다.한편 금융정보 분석업체 에프앤가이드에 따르면 현대차와 기아차의 올해 영업이익 컨세서스는 2조9571억원 1조8421억원으로 각각 17.9% 8.3% 감소할 전망이나 내년 전망치는 6조6687억원 3조6661억원으로 125.5% 99%씩 증가할 전망이다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=258&oid=018&aid=0004777659
20201106 오전 9:14,101,258,업종공략 자동차 폴더블 기아차,오전 7시 이데일리TV 굿머니 방송메리츠증권 이권희 차장 출연이데일리TV 굿머니 11월6일 방송 이데일리TV 성주원 기자 6일 이데일리TV 굿머니는 업종공략 업앤다운 코너에서 이권희 메리츠증권 차장과 함께 오늘 상승 기대 섹터 하락 예상 섹터 핵심 공략주를 살펴봤다. 상승 기대 섹터로 자동차 관련주가 하락 예상 섹터로는 폴더블 관련주가 꼽혔다. 핵심 공략주로는 기아차 000270 가 소개됐다.오전 9시12분 현재 현대차 005380 는 전거래일 대비 0.3% 오른 17만5500원에 KH바텍 060720 은 0.3% 하락한 1만8000원에 거래되고 있다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=258&oid=018&aid=0004779072
20201109 오후 5:16,101,258,가치투자자들이 주목한 현대·기아차 경쟁력3,1 조직문화 혁신 2 현금창출 능력 3 온건해진 노조 추가상승 여지 크다 한목소리현대·기아자동차가 여의도 가치투자자 사이에서 좋은 평가를 받고 있다. 종목의 밸류에이션 실적 대비 주가 수준 을 중요하게 보는 가치투자자는 사람들의 관심이 적은 저평가주에 주목하는 경우가 많다. 현대차와 기아차는 국내 증시에서 손꼽히는 대형주인 데다 최근 주가가 급등했지만 여전히 가치투자자의 눈길을 잡아끌고 있는 것이다.최준철 VIP자산운용 대표 이채원 한국투자밸류자산운용 대표 허남권 신영자산운용 대표 등 가치투자 고수들은 “현대·기아차의 질적 변화에 주목해야 한다”고 말한다. 이들의 설명을 요약하면 현대·기아차의 경쟁력은 조직문화 혁신 현금창출 능력 온건해진 노동조합 등으로 요약된다. 현대차와 기아차는 올 하반기 들어 9일까지 주가가 각각 76.56% 63.18% 급등했지만 여전히 추가 상승 여지가 있다는 게 가치투자자들의 의견이다.가치투자자들이 가장 주목하는 것은 정의선 현대자동차그룹 회장이 경영 전면에 나서면서 최근 회사의 조직문화가 크게 바뀌었다는 점이다. 최준철 대표는 “대기업은 조직문화가 경직되기 쉬운데 현대·기아차는 최근 이런 분위기를 바꾸려는 움직임이 보인다”며 “열린 조직문화가 정착되면 실적 개선에도 긍정적 영향을 줄 것”이라고 말했다.직급체계 단순화는 최 대표가 말하는 조직문화 혁신의 대표적인 사례다. 현대·기아차는 지난 3월 임원 직급을 6단계에서 4단계로 일반직 직급을 5단계에서 2단계로 단순화했다. 채용 방식도 대규모 정기 공채에서 수시 채용으로 바꿔 순혈주의적 조직문화에 변화를 꾀했다.가치투자자는 ‘주가꿈비율 PDR ’ 같은 미래 가치보다는 당면한 현금창출 능력을 더 중요하게 여기는데 이런 점에서도 현대·기아차는 긍정적이다. 현대·기아차의 내연기관 차량 판매가 늘어나고 있기 때문이다. 최근 주가는 전기·수소차 등 미래차를 따라가는 경향이 있지만 여전히 세계 자동차 기업의 매출은 대부분 내연기관 차량 판매에서 나온다.특히 최근 기아차가 미국 시장에서 판매량을 크게 늘리고 있다. 지난달 기아차는 미국에서 전년 동기 대비 12.2% 증가한 5만6094대를 판매했다. 스포츠유틸리티차량 SUV 판매가 크게 늘어난 게 영향을 미쳤다. 기아차의 2021년 영업이익 컨센서스 증권사 전망치 평균 는 차·화·정 자동차·화학·정유 랠리 때보다 높은 3조6661억원이다. 허남권 대표는 “미래차는 아직 갈 길이 멀지만 내연기관 차는 당장 수익성이 좋아지는 게 눈에 보인다”고 말했다.노조가 온건해지고 있는 것도 현대·기아차 실적에 도움을 줄 전망이다. 최근 현대차 노조는 글로벌 금융위기 이후 처음으로 무분규 임금·단체협상을 타결했다. 내용이 임금 동결이어서 더 파격적이다. 기아차 임단협은 아직 마무리가 안 됐지만 현대차 무분규 타결의 영향을 받을 것으로 보인다. 조용준 하나금융투자 리서치센터장은 “현대·기아차 노사관계가 더 협조적으로 변하고 있어 실적도 긍정적 영향을 받을 것으로 보인다”고 했다.,https://news.naver.com/main/read.nhn?mode=LS2D&mid=shm&sid1=101&sid2=258&oid=015&aid=0004446584
