2020.11.11,33000.0,50.0,33150.0,33300.0,32750.0,800260.0,000720
2020.11.10,32950.0,1200.0,32400.0,33250.0,32050.0,2108776.0,000720
2020.11.09,31750.0,700.0,31250.0,31800.0,31100.0,739098.0,000720
2020.11.06,31050.0,250.0,31300.0,31550.0,30950.0,554258.0,000720
2020.11.05,31300.0,250.0,31350.0,31550.0,30850.0,828936.0,000720
2020.11.04,31550.0,400.0,31400.0,31850.0,31000.0,853254.0,000720
2020.11.03,31150.0,400.0,30950.0,31300.0,30900.0,509754.0,000720
2020.11.02,30750.0,100.0,30850.0,31050.0,30650.0,366612.0,000720
2020.10.30,30650.0,350.0,30350.0,31150.0,30200.0,708820.0,000720
2020.10.29,30300.0,600.0,30350.0,30550.0,30100.0,579482.0,000720
2020.10.28,30900.0,200.0,30450.0,31100.0,30350.0,408711.0,000720
2020.10.27,30700.0,650.0,30950.0,31400.0,30500.0,598641.0,000720
2020.10.26,31350.0,300.0,32000.0,32100.0,31350.0,794112.0,000720
2020.10.23,31650.0,250.0,32100.0,32100.0,31400.0,769695.0,000720
2020.10.22,31900.0,250.0,32550.0,32600.0,31700.0,1393737.0,000720
2020.10.21,31650.0,50.0,31550.0,31700.0,31150.0,430032.0,000720
2020.10.20,31600.0,300.0,31700.0,32350.0,31000.0,739917.0,000720
2020.10.19,31900.0,800.0,31400.0,32300.0,31200.0,1114133.0,000720
2020.10.16,31100.0,950.0,30200.0,31400.0,30150.0,728140.0,000720
2020.10.15,30150.0,100.0,30100.0,30400.0,29900.0,525260.0,000720
2020.10.14,30250.0,500.0,30550.0,30700.0,30200.0,521841.0,000720
2020.10.13,30750.0,250.0,31050.0,31200.0,30550.0,332756.0,000720
2020.10.12,31000.0,300.0,31000.0,31200.0,30750.0,424746.0,000720
2020.10.08,30700.0,100.0,30800.0,30900.0,30550.0,391370.0,000720
2020.10.07,30600.0,200.0,30650.0,30650.0,30200.0,455055.0,000720
2020.10.06,30800.0,0.0,30900.0,31150.0,30550.0,329526.0,000720
2020.10.05,30800.0,350.0,30200.0,31050.0,30100.0,456182.0,000720
2020.09.29,30450.0,400.0,30500.0,30700.0,30250.0,386389.0,000720
2020.09.28,30050.0,350.0,29800.0,30350.0,29750.0,368937.0,000720
2020.09.25,29700.0,50.0,29750.0,30150.0,29300.0,690342.0,000720
2020.09.24,29650.0,950.0,30150.0,30200.0,29500.0,768636.0,000720
2020.09.23,30600.0,400.0,31150.0,31200.0,30250.0,635355.0,000720
2020.09.22,31000.0,1000.0,32150.0,32150.0,31000.0,883287.0,000720
2020.09.21,32000.0,100.0,32100.0,32300.0,31850.0,458750.0,000720
2020.09.18,32100.0,100.0,32200.0,32350.0,32050.0,403751.0,000720
2020.09.17,32200.0,200.0,32550.0,32600.0,32100.0,408639.0,000720
2020.09.16,32400.0,150.0,32350.0,32650.0,32300.0,488892.0,000720
2020.09.15,32250.0,450.0,32800.0,32850.0,32150.0,772092.0,000720
2020.09.14,32700.0,400.0,32350.0,33100.0,32150.0,651256.0,000720
2020.09.11,32300.0,200.0,32100.0,32300.0,31800.0,448870.0,000720
2020.09.10,32100.0,100.0,32450.0,32500.0,32050.0,602863.0,000720
2020.09.09,32200.0,450.0,32250.0,32400.0,32000.0,498767.0,000720
2020.09.08,32650.0,350.0,33350.0,33350.0,32550.0,590475.0,000720
2020.09.07,33000.0,1000.0,32100.0,33500.0,32050.0,1206392.0,000720
2020.09.04,32000.0,350.0,31500.0,32000.0,31400.0,565062.0,000720
2020.09.03,32350.0,350.0,32900.0,32900.0,32350.0,608030.0,000720
2020.09.02,32700.0,100.0,32950.0,33050.0,32350.0,474578.0,000720
2020.09.01,32600.0,350.0,32250.0,32750.0,32200.0,585880.0,000720
2020.08.31,32250.0,400.0,32850.0,33150.0,32250.0,954449.0,000720
2020.08.28,32650.0,700.0,32250.0,32850.0,32000.0,689273.0,000720
2020.08.27,31950.0,1000.0,32700.0,32900.0,31850.0,930882.0,000720
2020.08.26,32950.0,50.0,33000.0,33000.0,32400.0,598809.0,000720
2020.08.25,33000.0,600.0,32650.0,33200.0,32600.0,652921.0,000720
2020.08.24,32400.0,100.0,32300.0,32550.0,31350.0,719044.0,000720
2020.08.21,32500.0,300.0,32300.0,33200.0,32300.0,757288.0,000720
2020.08.20,32200.0,1700.0,33700.0,33800.0,31900.0,1503859.0,000720
2020.08.19,33900.0,100.0,33800.0,34450.0,33800.0,764023.0,000720
2020.08.18,34000.0,2000.0,36100.0,36150.0,33700.0,1387948.0,000720
2020.08.14,36000.0,100.0,36500.0,36800.0,35550.0,1000610.0,000720
2020.08.13,36100.0,450.0,37050.0,37150.0,35800.0,1307133.0,000720
2020.08.12,36550.0,100.0,36450.0,36800.0,35350.0,1568218.0,000720
